tech_id,chain,category,era,localized_name,description,prerequisite,direct_modifiers,unlocks,implementation_note,unlocks_named
tech_mining_18,tech_mining,production,18,Crustal Resource Engineering,"Advanced drilling, fracture control, fluid circulation, and geophysical modeling treat the crust itself as an engineered resource system. Extraction no longer follows only naturally convenient veins and reservoirs.",tech_mining_17,,PM:pm_modern_coal_goods_mining_18 | PM:pm_modern_gold_goods_mining_18 | PM:pm_modern_iron_goods_mining_18 | PM:pm_modern_lead_goods_mining_18 | PM:pm_modern_oil_goods_mining_18 | PM:pm_modern_sulfur_goods_mining_18,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_coal_goods_mining_18` — Crustal Coal Resource Engineering<br>PM `pm_modern_gold_goods_mining_18` — Crustal Gold Resource Engineering<br>PM `pm_modern_iron_goods_mining_18` — Crustal Iron Resource Engineering<br>PM `pm_modern_lead_goods_mining_18` — Crustal Lead Resource Engineering<br>PM `pm_modern_oil_goods_mining_18` — Crustal Oil Resource Engineering<br>PM `pm_modern_sulfur_goods_mining_18` — Crustal Sulfur Resource Engineering
tech_mining_19,tech_mining,production,19,Planetary Resource Mapping,"Planetary sensing integrates seismic tomography, orbital spectroscopy, borehole data, and machine inference into detailed maps of resources far below the surface. Prospecting becomes less an art of finding clues and more a science of seeing through rock.",tech_mining_18,,PM:pm_modern_coal_goods_mining_19 | PM:pm_modern_gold_goods_mining_19 | PM:pm_modern_iron_goods_mining_19 | PM:pm_modern_lead_goods_mining_19 | PM:pm_modern_oil_goods_mining_19 | PM:pm_modern_sulfur_goods_mining_19,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_coal_goods_mining_19` — Planetary Coal Prospecting<br>PM `pm_modern_gold_goods_mining_19` — Planetary Gold Prospecting<br>PM `pm_modern_iron_goods_mining_19` — Planetary Iron Prospecting<br>PM `pm_modern_lead_goods_mining_19` — Planetary Lead Prospecting<br>PM `pm_modern_oil_goods_mining_19` — Planetary Oil Prospecting<br>PM `pm_modern_sulfur_goods_mining_19` — Planetary Sulfur Prospecting
tech_mining_20,tech_mining,production,20,Programmable Extraction,"Programmable chemical, biological, and robotic extraction targets desired elements directly within complex formations. Mining approaches a future in which the valuable atom can be separated from the surrounding geology with minimal bulk disturbance.",tech_mining_19,,PM:pm_modern_coal_goods_mining_20 | PM:pm_modern_gold_goods_mining_20 | PM:pm_modern_iron_goods_mining_20 | PM:pm_modern_lead_goods_mining_20 | PM:pm_modern_oil_goods_mining_20 | PM:pm_modern_sulfur_goods_mining_20,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_coal_goods_mining_20` — Programmable Coal Extraction<br>PM `pm_modern_gold_goods_mining_20` — Programmable Gold Extraction<br>PM `pm_modern_iron_goods_mining_20` — Programmable Iron Extraction<br>PM `pm_modern_lead_goods_mining_20` — Programmable Lead Extraction<br>PM `pm_modern_oil_goods_mining_20` — Programmable Oil Extraction<br>PM `pm_modern_sulfur_goods_mining_20` — Programmable Sulfur Extraction
tech_philosophy_11,tech_philosophy,society,11,Lifelong Adaptive Education,"Education becomes a continuous adult institution rather than a phase completed before working life. Adaptive curricula follow people across decades, rebuilding skills as professions and technologies change around them.",tech_philosophy_10,state_building_university_max_level_add=2,PM:pm_modern_technique_11_building_university,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_11_building_university` — Adaptive Learning Systems
tech_philosophy_12,tech_philosophy,society,12,Neural Learning Interfaces,"Stable neural interfaces allow training systems to observe attention, confusion, memory formation, and sensory processing directly. Teaching can respond to what a learner is actually experiencing rather than relying only on tests and self-report.",tech_philosophy_11,state_building_university_max_level_add=2,PM:pm_modern_technique_12_building_university | PM:pm_modern_base_building_university_3,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_12_building_university` — Neural Learning Systems<br>PM `pm_modern_base_building_university_3` — AI-Augmented Universities
tech_philosophy_13,tech_philosophy,society,13,AI Research Partners,"Artificial research partners read entire literatures, design experiments, check proofs, challenge assumptions, and maintain long-running scientific programs alongside human scholars. The practical size of a research team expands far beyond its biological members.",tech_philosophy_12,state_building_university_max_level_add=2,PM:pm_modern_technique_13_building_university,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_13_building_university` — AI Research Partnership
tech_philosophy_14,tech_philosophy,society,14,Immersive Knowledge Environments,"Immersive simulations turn abstract knowledge into environments that can be explored, manipulated, and repeated. Students learn engineering, medicine, history, and science partly by inhabiting convincing models of the systems they study.",tech_philosophy_13,state_building_university_max_level_add=2,PM:pm_modern_technique_14_building_university,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_14_building_university` — Immersive Research Environments
tech_philosophy_15,tech_philosophy,society,15,Cognitive Augmentation,"Safe cognitive augmentation improves memory, focus, pattern recognition, and access to external knowledge. Education increasingly concerns how minds and tools are coupled rather than how much information a person can retain unaided.",tech_philosophy_14,state_building_university_max_level_add=2,PM:pm_modern_technique_15_building_university | PM:pm_modern_base_building_university_4,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_15_building_university` — Cognitive-Augmented Scholarship<br>PM `pm_modern_base_building_university_4` — Cognitive-Augmentation Universities
tech_philosophy_16,tech_philosophy,society,16,Synthetic Tutors,"Synthetic tutors provide individual instruction at essentially unlimited scale, remembering every learner's history and adjusting explanation minute by minute. High-quality teaching becomes far less constrained by the number of exceptional human instructors.",tech_philosophy_15,state_building_university_max_level_add=2,PM:pm_modern_technique_16_building_university,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_16_building_university` — Synthetic Tutoring Systems
tech_philosophy_17,tech_philosophy,society,17,Collective Intelligence Education,Research communities link human and machine contributors into persistent collective problem-solving systems. Discovery emerges from coordinated networks whose combined memory and analytical reach exceed any individual institution.,tech_philosophy_16,state_building_university_max_level_add=2,PM:pm_modern_technique_17_building_university,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_17_building_university` — Collective Intelligence Research
tech_philosophy_18,tech_philosophy,society,18,Direct Skill Encoding,"Neural encoding and highly targeted stimulation accelerate the acquisition of specific motor and cognitive skills. Learning is not instantaneous, but the boundary between practice and direct neurological intervention becomes increasingly blurred.",tech_philosophy_17,state_building_university_max_level_add=2,PM:pm_modern_technique_18_building_university | PM:pm_modern_base_building_university_5,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_18_building_university` — Direct Skill Encoding<br>PM `pm_modern_base_building_university_5` — Post-Biological Research Universities
tech_philosophy_19,tech_philosophy,society,19,Post-Biological Scholarship,"Scholarship expands beyond the assumptions of a purely biological human lifespan and mind. Long-lived researchers, synthetic minds, and hybrid cognitive systems pursue questions over centuries and preserve continuity no normal academic career could maintain.",tech_philosophy_18,state_building_university_max_level_add=2,PM:pm_modern_technique_19_building_university,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_19_building_university` — Post-Biological Research Systems
tech_philosophy_20,tech_philosophy,society,20,Civilization-Scale Knowledge Systems,"Knowledge institutions coordinate research, education, simulation, archival memory, and machine reasoning across entire civilizations. Science becomes an enduring cognitive infrastructure comparable in scale to the energy grid or transportation network.",tech_philosophy_19,state_building_university_max_level_add=2,PM:pm_modern_technique_20_building_university | PM:pm_modern_base_building_university_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_technique_20_building_university` — Civilization-Scale Knowledge Networks<br>PM `pm_modern_base_building_university_6` — Civilization-Scale Universities
tech_politics_11,tech_politics,society,11,Algorithmic Administration,"Public administrations use machine systems to route cases, detect anomalies, enforce rules, and allocate routine resources with far less clerical delay. Political authority remains human, but much of the machinery of the state becomes computational.",tech_politics_10,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_politics_12,tech_politics,society,12,Deliberative Digital Governance,"Large-scale digital deliberation allows citizens, experts, institutions, and representatives to test proposals and expose tradeoffs before legislation hardens into partisan slogans. Participation expands without requiring every decision to become a plebiscite.",tech_politics_11,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05; country_agitator_slots_add=1,PM:pm_modern_essential_services_government_4 | PM:pm_modern_security_services_government_5,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_essential_services_government_4` — Cognitive Public Services<br>PM `pm_modern_security_services_government_5` — Predictive Security Services
tech_politics_13,tech_politics,society,13,Predictive Public Policy,"Governments model likely effects of regulations, budgets, demographic shifts, and infrastructure decisions before implementation. Policy becomes more experimental and iterative, though predictions inevitably become new objects of political conflict.",tech_politics_12,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_politics_14,tech_politics,society,14,Adaptive Constitutionalism,Constitutions and administrative law develop mechanisms for institutions that must change faster than traditional amendment cycles. Stable rights are preserved while procedures and delegated systems can adapt to technological and social conditions.,tech_politics_13,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05; country_agitator_slots_add=1,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_politics_15,tech_politics,society,15,Automated State Capacity,"Routine licensing, benefits, taxation, procurement, compliance, and records management operate with minimal manual processing. State capacity expands not through larger clerical armies but through institutions capable of executing decisions consistently at machine scale.",tech_politics_14,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05,PM:pm_modern_essential_services_government_5 | PM:pm_modern_security_services_government_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_essential_services_government_5` — Autonomous Public Services<br>PM `pm_modern_security_services_government_6` — Autonomous Public Security
tech_politics_16,tech_politics,society,16,Networked Civic Institutions,"Civic organizations, local governments, parties, professional bodies, and public services coordinate through shared digital institutions rather than isolated bureaucratic silos. Political participation becomes more networked and less dependent on physical offices.",tech_politics_15,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05; country_agitator_slots_add=1,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_politics_17,tech_politics,society,17,Machine-Mediated Governance,"Machine systems mediate negotiations, draft policy alternatives, detect contradictions, and manage implementation across huge administrations. The political question shifts from whether machines are used to how their goals, accountability, and authority are constrained.",tech_politics_16,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_politics_18,tech_politics,society,18,Planetary Political Institutions,"Planetary problems such as climate, orbital traffic, migration, pandemics, and shared infrastructure create institutions whose jurisdiction exceeds the traditional nation-state. Sovereignty becomes layered without disappearing.",tech_politics_17,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05; country_agitator_slots_add=1,PM:pm_modern_essential_services_government_6 | PM:pm_modern_security_services_government_7,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_essential_services_government_6` — Planetary Public Service Networks<br>PM `pm_modern_security_services_government_7` — Planetary Security Networks
tech_politics_19,tech_politics,society,19,Post-National Administration,"Citizenship, taxation, regulation, and public services increasingly operate across overlapping jurisdictions and communities. States remain powerful, but administration is no longer assumed to map neatly onto a single territorial nation.",tech_politics_18,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_politics_20,tech_politics,society,20,Civilizational Statecraft,"Government becomes capable of administering civilization-scale systems spanning Earth and permanent off-world populations. Statecraft must reconcile immense technological capacity with the enduring problems of legitimacy, representation, coercion, and human disagreement.",tech_politics_19,country_authority_mult=0.05; state_bureaucracy_population_base_cost_factor_mult=-0.05; state_incorporation_speed_mult=0.05; country_agitator_slots_add=1,PM:pm_modern_essential_services_government_7 | PM:pm_modern_security_services_government_8,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_essential_services_government_7` — Civilizational Public Services<br>PM `pm_modern_security_services_government_8` — Civilizational Security Services
tech_population_11,tech_population,society,11,Precision Nutrition,"Nutrition is tailored to individual metabolism, microbiome, genetics, and disease risk rather than broad population averages. Public health systems treat food as a continuously adjusted component of medicine.",tech_population_10,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_12,tech_population,society,12,Regenerative Public Health,Regenerative therapies repair organs and tissues before chronic damage becomes irreversible. Health systems begin to restore function that earlier medicine could only manage or replace.,tech_population_11,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_13,tech_population,society,13,Longevity Medicine,Treatments that slow cellular damage and preserve organ function extend healthy adult life substantially. Aging becomes a modifiable risk process rather than an untouchable background condition.,tech_population_12,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_14,tech_population,society,14,Reproductive Genomics,"Embryonic screening, gene correction, and reproductive medicine eliminate many inherited diseases while opening profound social debates about which traits should ever be deliberately altered.",tech_population_13,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_15,tech_population,society,15,Organ Renewal,"Bioprinting, cultured organs, and in-situ regeneration make organ failure increasingly treatable without waiting for donors. Replacement becomes a planned medical procedure rather than a desperate allocation of scarce human tissue.",tech_population_14,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_16,tech_population,society,16,Senescence Reversal,"Therapies target the molecular and cellular mechanisms that accumulate with age, reversing some forms of senescence instead of merely slowing them. Lifespan begins to separate sharply from the historical limits of human biology.",tech_population_15,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_17,tech_population,society,17,Synthetic Biology Healthcare,"Synthetic cells, engineered microbes, programmable immune systems, and molecular factories operate inside the body as medical infrastructure. Treatment becomes an ongoing partnership between biology and designed organisms.",tech_population_16,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_18,tech_population,society,18,Adaptive Human Physiology,"Human physiology can be deliberately adapted to extreme climates, pathogens, low gravity, radiation, and unusual diets. Medicine begins preparing populations for environments rather than only adapting environments for populations.",tech_population_17,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_19,tech_population,society,19,Radical Longevity,"Combined genetic, regenerative, cellular, and neurological medicine extends healthy life far beyond the expectations of the early twenty-first century. Demography is transformed as 'old age' no longer corresponds to the same biological decline.",tech_population_18,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_population_20,tech_population,society,20,Engineered Human Vitality,"Human bodies are maintained by continuous biological monitoring, periodic regeneration, and engineered repair systems throughout exceptionally long lives. Health becomes an actively managed technological state rather than a gradual surrender to accumulated damage.",tech_population_19,state_food_security_add=0.05; state_migration_pull_mult=0.10; state_birth_rate_mult=0.10; state_education_access_wealth_add=0.002,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_sea_infrastructure_11,tech_sea_infrastructure,production,11,Autonomous Port Complexes,"Ports coordinate berths, cranes, customs, storage, autonomous trucks, and ships as one machine-managed complex. Vessels spend less time waiting for human schedules and more time moving cargo.",tech_sea_infrastructure_10,,PM:pm_modern_building_port_technique_1,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_building_port_technique_1` — Autonomous Port Operations
tech_sea_infrastructure_12,tech_sea_infrastructure,production,12,Smart Maritime Corridors,"Merchant traffic shares live routing, weather, port capacity, and cargo information across whole ocean basins. Maritime corridors become managed logistics infrastructure rather than paths ships independently choose to follow.",tech_sea_infrastructure_11,,PM:pm_modern_building_port_goods_1,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_building_port_goods_1` — Adaptive Merchant Shipping
tech_sea_infrastructure_13,tech_sea_infrastructure,production,13,Global Sealift Systems,High-capacity sealift fleets and standardized transfer systems make the rapid movement of entire industrial and military supply chains routine. Oceans cease to be logistical gaps between terrestrial networks.,tech_sea_infrastructure_12,,SHIP:ship_type_modern_troop_ship_3,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_modern_troop_ship_3` — Autonomous Strategic Sealift Ship
tech_sea_infrastructure_14,tech_sea_infrastructure,production,14,Molecular Shipbuilding,"Advanced fabrication yards print and assemble large hull sections, machinery, and complex structures with far less tooling. Shipyards can change classes and designs without rebuilding their entire industrial base.",tech_sea_infrastructure_13,,PM:pm_modern_steamers_goods_manufacturing_4,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_steamers_goods_manufacturing_4` — Molecular Shipyard Fabrication
tech_sea_infrastructure_15,tech_sea_infrastructure,production,15,Oceanic Logistics Networks,"Ports, merchant fleets, shipyards, inland logistics, and maritime communications are coordinated as a single oceanic freight system. Capacity can shift between routes and ports before local congestion becomes a crisis.",tech_sea_infrastructure_14,building_port_throughput_add=0.10; building_shipyards_throughput_add=0.05; country_ship_group_capital_ships_construction_efficiency_add=0.50; country_ship_group_cruisers_construction_efficiency_add=0.50; country_ship_group_torpedo_craft_construction_efficiency_add=0.50; country_ship_group_supply_ships_construction_efficiency_add=0.50; country_ship_group_troop_ships_construction_efficiency_add=0.50,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_sea_infrastructure_16,tech_sea_infrastructure,production,16,Self-Operating Ports,"Autonomous cranes, tugs, inspection craft, yard vehicles, and administrative systems allow major ports to operate around the clock with minimal direct handling. The harbor becomes an industrial robot measured in square kilometers.",tech_sea_infrastructure_15,,PM:pm_modern_building_port_technique_2,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_building_port_technique_2` — Self-Operating Port Complexes
tech_sea_infrastructure_17,tech_sea_infrastructure,production,17,Adaptive Merchant Shipping,"Merchant ships alter routes, operating modes, maintenance schedules, and energy use continuously in response to cargo demand and ocean conditions. The commercial fleet becomes adaptive rather than timetable-bound.",tech_sea_infrastructure_16,,PM:pm_modern_building_port_goods_2,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_building_port_goods_2` — Integrated Oceanic Shipping
tech_sea_infrastructure_18,tech_sea_infrastructure,production,18,Planetary Sealift,"Global sealift is planned at planetary scale, integrating ports, megaships, autonomous feeders, and inland corridors. Moving millions of tonnes across oceans becomes a controllable infrastructure service rather than a loose market of individual voyages.",tech_sea_infrastructure_17,,SHIP:ship_type_modern_troop_ship_4,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_modern_troop_ship_4` — Planetary Strategic Sealift Ship
tech_sea_infrastructure_19,tech_sea_infrastructure,production,19,Self-Repairing Megaships,"Self-diagnosing hulls, robotic repair systems, and advanced materials allow large ships to repair damage during voyages. Drydock intervals lengthen and merchant vessels remain productive for far greater portions of their service lives.",tech_sea_infrastructure_18,,PM:pm_modern_steamers_goods_manufacturing_5,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_steamers_goods_manufacturing_5` — Self-Assembling Megaship Fabrication
tech_sea_infrastructure_20,tech_sea_infrastructure,production,20,Integrated Oceanic Infrastructure,Oceanic transport reaches full integration with terrestrial and near-space logistics. Ports and ships form the maritime layer of a planetary circulation system in which cargo can be routed from factory to destination without institutional breaks between modes.,tech_sea_infrastructure_19,building_port_throughput_add=0.10; building_shipyards_throughput_add=0.05; country_ship_group_capital_ships_construction_efficiency_add=0.50; country_ship_group_cruisers_construction_efficiency_add=0.50; country_ship_group_torpedo_craft_construction_efficiency_add=0.50; country_ship_group_supply_ships_construction_efficiency_add=0.50; country_ship_group_troop_ships_construction_efficiency_add=0.50,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_services_11,tech_services,production,11,Cognitive Office Systems,"Office work is reorganized around cognitive assistants that draft, reconcile, search, schedule, and monitor routine processes continuously. Clerical effort shifts from moving information between systems toward supervising what automated systems decide to do with it.",tech_services_10,,PM:pm_modern_organisation_11_building_services | PM:pm_modern_organisation_11_building_services_shopkeepers | PM:pm_modern_organisation_11_building_services_professionals | PM:pm_modern_bureaucracy_government_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_organisation_11_building_services` — Cognitive Office Organization — Clerks<br>PM `pm_modern_organisation_11_building_services_shopkeepers` — Cognitive Office Organization — Shopkeepers<br>PM `pm_modern_organisation_11_building_services_professionals` — Cognitive Office Organization — Professional Services<br>PM `pm_modern_bureaucracy_government_6` — Cognitive Case Administration
tech_services_12,tech_services,production,12,Autonomous Professional Services,"Professional firms embed expert machine systems into law, engineering, medicine, accounting, design, and consulting. A single professional can direct analytical capacity that once required entire teams of junior staff.",tech_services_11,,PM:pm_modern_organisation_12_building_services | PM:pm_modern_organisation_12_building_services_shopkeepers | PM:pm_modern_organisation_12_building_services_professionals | PM:pm_modern_corporate_services_goods_services_1 | PM:pm_modern_professional_services_goods_services_1,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_organisation_12_building_services` — Autonomous Professional Organization — Clerks<br>PM `pm_modern_organisation_12_building_services_shopkeepers` — Autonomous Professional Organization — Shopkeepers<br>PM `pm_modern_organisation_12_building_services_professionals` — Autonomous Professional Organization — Professional Services<br>PM `pm_modern_corporate_services_goods_services_1` — Cognitive Corporate Services<br>PM `pm_modern_professional_services_goods_services_1` — AI-Augmented Professional Services
tech_services_13,tech_services,production,13,Algorithmic Bureaucracy,"Bureaucratic procedures are encoded into auditable machine workflows that can process enormous case volumes without arbitrary delay. Administration becomes faster, but questions of exceptions and accountability grow more important than ever.",tech_services_12,,PM:pm_modern_organisation_13_building_services | PM:pm_modern_organisation_13_building_services_shopkeepers | PM:pm_modern_organisation_13_building_services_professionals | PM:pm_modern_bureaucracy_government_7,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_organisation_13_building_services` — Algorithmic Service Organization — Clerks<br>PM `pm_modern_organisation_13_building_services_shopkeepers` — Algorithmic Service Organization — Shopkeepers<br>PM `pm_modern_organisation_13_building_services_professionals` — Algorithmic Service Organization — Professional Services<br>PM `pm_modern_bureaucracy_government_7` — Algorithmic Public Administration
tech_services_14,tech_services,production,14,Immersive Service Delivery,"Remote service environments reproduce shared workspaces, demonstrations, consultations, and entertainment with near-physical presence. Service industries become less constrained by where provider and client happen to live.",tech_services_13,,PM:pm_modern_organisation_14_building_services | PM:pm_modern_organisation_14_building_services_shopkeepers | PM:pm_modern_organisation_14_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_organisation_14_building_services` — Immersive Service Organization — Clerks<br>PM `pm_modern_organisation_14_building_services_shopkeepers` — Immersive Service Organization — Shopkeepers<br>PM `pm_modern_organisation_14_building_services_professionals` — Immersive Service Organization — Professional Services
tech_services_15,tech_services,production,15,Synthetic Knowledge Work,"Knowledge workers collaborate with synthetic agents capable of maintaining context across years of documents, decisions, and relationships. Organizations acquire institutional memories that do not leave when employees resign.",tech_services_14,,PM:pm_modern_organisation_15_building_services | PM:pm_modern_organisation_15_building_services_shopkeepers | PM:pm_modern_organisation_15_building_services_professionals | PM:pm_modern_bureaucracy_government_8 | PM:pm_modern_corporate_services_goods_services_2 | PM:pm_modern_professional_services_goods_services_2,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_organisation_15_building_services` — Synthetic Knowledge Organization — Clerks<br>PM `pm_modern_organisation_15_building_services_shopkeepers` — Synthetic Knowledge Organization — Shopkeepers<br>PM `pm_modern_organisation_15_building_services_professionals` — Synthetic Knowledge Organization — Professional Services<br>PM `pm_modern_bureaucracy_government_8` — Autonomous Administrative Networks<br>PM `pm_modern_corporate_services_goods_services_2` — Autonomous Enterprise Services<br>PM `pm_modern_professional_services_goods_services_2` — Synthetic Expert Services
